IdClient,IdOnPSX,Status
bc445cee-223d-48b5-a589-29258d36aca5,87379,ON
5a65bf19-d4d3-4a7d-abda-9ddaf13762c2,17009,ON
78fdfeb3-b2e5-49ca-96c2-2bbdac0193ef,21033,OFF
5a7d27ad-f571-43dc-aaf4-45fb1778d4db,72529,ON
0172ff29-b0de-4294-8c1e-0a5f2f2e7e52,91598,ON
cdae0ab1-cf14-4e89-b6df-620f7ea84eb7,32529,ON
f4a79587-fcad-4964-9646-710796114cd0,38688,ON
53d5e2e8-795b-45d8-a11d-2da7346fb8d1,32228,ON
13b5bbbc-365d-4b6f-b2e3-96a62aa17a1b,84466,ON
67a01e51-c89a-42c3-8fcf-c6f8b7d71224,62685,ON
704a1cb8-7495-4ef4-b191-9ccfeb265c94,4071,ON
c4894cb8-d58a-4f80-8c86-24c2c1d67871,32609,ON
a3b8d874-8c59-494b-8856-b027eb615e5f,61460,ON
610c3d20-c74a-44dc-92ef-9cc151b338f5,45647,ON
b0c94efc-39e9-4d68-bce3-86cbda04eccb,25502,ON
ac28018b-a1df-4bc0-80ad-91e411fa50fe,52439,ON
ba0d7b0b-d53b-418d-9b74-8d3952bcca21,81376,ON
e3d080de-d3ad-49d4-bd57-0badc1325d08,55632,ON
52c8b0a9-04ab-4dc9-b239-7d16a828c073,68195,ON
617f3dec-9fe1-40aa-b26c-265d141564b2,50077,ON
e512f6f0-b55d-4ca8-b967-6b4c6fad7d12,63594,ON
2d6df5e9-b138-44a7-846d-b4bc2fdd359d,47700,ON
0186dc7b-9a7f-4ec9-93d4-35d6859bbe27,30898,ON
f09e5159-fb1f-4902-b135-28a922e75712,79264,ON
395224e3-cb45-45c8-be17-e9a7261085f7,9498,ON
562b8385-0903-4699-bbc0-4eb1f1663db7,51170,ON
cf2f2caf-3b44-47dc-bbf9-81451557c5ca,85258,ON
0733c1ed-b837-4446-b5cf-c46e8eae4280,80796,ON
494dfef6-0f53-4519-8fd0-07ceedb54162,14594,ON
346e248c-4e22-4864-bcb0-fa5f2d62902d,25746,ON
310338fe-6b6e-410d-bd33-26a364c9d43d,82473,ON
fdb9f369-dc91-46ce-898c-8242f13cffcf,35457,ON
fdabdc71-9a1b-4030-a3c7-94bdd2d890b6,50780,ON
26254000-4c21-4b3f-afd5-fe44d0f589a5,73199,OFF
2a309ad0-9df6-42bc-8442-14b5994bf49a,80869,ON
c7648a08-f4c6-40ed-8acf-06c50ca96f67,31233,ON
61f4221f-8d78-44dc-8890-12c060ed1a25,31818,ON
ed786b5d-9c97-48e1-a8ee-de17d783b9fb,17717,ON
6a0ccc75-d66e-4321-9a5e-5bed1dc0b0ce,64480,ON
ccc912b0-d90f-4659-9abb-b3f6b1a1fd44,52296,ON
b616c2b5-d4f1-4c6b-9dfb-e779912bd922,53001,ON
ed54195d-08bc-4be5-b24e-f707978add09,12557,ON
a89594ae-ced0-46d5-8b46-18546d2f7406,50322,ON
24452246-2292-4850-ae1d-05db49b69f00,29536,ON
1bcac40c-99d4-402c-8eef-490298b0fda8,82603,ON
355d7486-df2e-4685-b976-65246c841660,66786,ON
653fa363-a14b-4e17-aff6-20ea29ebc302,37839,ON
61cb603f-e723-4678-8708-2c4db754e11d,69614,ON
4580215a-58c1-485d-969a-0aa2b87694be,14642,ON
4c7367d2-11ba-4d2e-9fc5-d181dbc533a3,16786,ON
a9f0fe97-f833-45fa-bb61-3e15e99bfa5f,61101,ON
fe9e4e25-0b92-4748-a559-db1d49801f21,20877,ON
4cc52c0d-beb5-4570-a93d-84c0431b3180,20499,ON
f38626ee-d3d5-41fd-a114-5a9ba7effc36,16392,ON
c4f3ae01-3f1d-4cbd-a3de-d970cebb861e,23866,ON
d45e11cf-f8e5-47c2-b6da-cf59f2ba6632,43595,ON
f6b8356a-f25d-4151-81c7-bf221a0fff36,64034,ON
03c3d37f-8840-468f-90a4-a9467d95f93b,40965,ON
720f9cfc-1446-4d3f-bda3-0b3d75c450e6,68932,ON
62301302-2fc3-4319-8c9b-1da8ab33440c,16499,ON
ac4ada17-5330-41e8-b0a4-829f78a5ff6d,46785,ON
8f95fe89-1862-40a6-a123-a8e0cc2ea746,28370,ON
461ce1f0-1aa1-4818-a233-a3d3ccbeaae2,24539,ON
576c29f9-aa54-4758-b59c-5ff9458f2de4,41324,ON
1b486e5e-c68b-41dc-9771-b43b8401a35c,57748,ON
b39f9d96-0806-4f2d-9c1f-fec05a3aedb0,84087,ON
02032208-f4f2-4055-87c0-20c37e35c9c5,7796,ON
bb45e3b3-f04b-4cdb-982e-6e60b03830e1,84485,OFF
c5ec5155-1c1d-4c0b-87d1-932ca9b722d4,50410,ON
a0fd9c6c-81df-4b7a-90d3-8809b3d16586,30737,ON
310388ba-ac01-4ced-b08f-00c78dc7470d,80345,ON
a55d2399-3ad0-481c-9fad-8b728c2f1f0d,68330,ON
fdf4095d-c35d-4217-9db4-569159e5bbf4,15127,ON
c114f190-3d70-4227-b1fd-8f49be26661a,83041,ON
1b6ce48a-ed8f-419e-b1f5-287a7ae78444,69730,ON
0af7ae1e-6e3e-42d4-8c43-f2e386137d67,1737,ON
b76158ae-b463-4bfc-8628-22bbf82a3237,70015,ON
990e646b-37fd-4555-969d-b49edcf531fc,44363,ON
b13ddb1c-59f5-42e7-9aef-9dab1646922c,46997,ON
d43b57e9-9516-4f52-8663-1a33d5d81f85,36618,ON
8b3c7830-8c0e-454f-8aab-a21af7a8a9c6,23534,ON
9a60b578-f62a-44e6-b942-91bfb85653ae,5602,ON
5be6346d-2244-433c-81be-cbb493aaa2ad,52319,ON
8534b21c-e0a0-4030-922a-f6e06bf4941f,1301,ON
5fab6ded-c120-4d15-9304-30ff83fa28bd,81012,ON
97bf9299-df6c-474d-ab0e-e7a983664231,83183,ON
d7f988ce-d54d-41d6-a474-67e9f7158adc,80370,ON
ef872016-5d52-4114-b51c-245832649bd1,94587,ON
7305071a-5e59-4f6b-81a5-2152fded10fc,33749,ON
924f46f3-4e37-4a22-9a9c-4394635b88ce,80984,ON
1fce41ff-69fa-4744-a6dd-fab1d0d0af55,82955,ON
f0bcdd3c-fbd5-409f-b0ba-73cf97c66751,52750,ON
a7ef870c-2c15-4900-8713-838a2f81c0cc,7973,ON
4164456f-1714-418e-bc1e-b6bdaefea37b,8225,ON
8d3fbd84-3998-463f-bd8e-e194091500fe,93458,ON
d569ad3e-57f2-4a56-ada4-b8796014de64,64644,ON
ff1dafa5-09e6-4ca1-80b5-7070091f2530,72789,ON
3ad7eefd-a74e-4ab9-aaa2-b6bd113c41c7,76067,ON
5671e3cf-59f7-4e50-8ecd-9f23eb7c5923,98545,ON
79d3c545-655b-4ca1-b907-0284b5242bd4,34819,ON
d46bd2aa-1d45-4f33-99e4-51a879e8e382,76586,ON
45058408-0eff-43df-abb6-e3e87004f9fe,45389,ON
3421c8fa-fb2a-48c6-859b-e8a5af95440e,1860,ON
ea10de08-d502-4ce6-afb5-9b32942da6a6,53595,ON
821c9d95-0751-4b45-a5f9-81d98918ec52,13845,ON
0cf628ad-240f-4dc9-bd39-4beffab3c501,64847,ON
417940c4-969e-40a2-a6b8-963fb10670b6,60393,OFF
8c580592-1820-4251-9647-bf855eb83da7,24707,ON
eeca1933-fb0a-4262-8a02-dd515df04548,27855,ON
65bbb2ff-f6a6-45e3-85e0-f1f2f15c594b,67962,ON
602cf5b6-f0ef-4d53-8dde-d8a9418a9fa2,18541,ON
3ee73d01-0e99-4111-9915-bbeb98293ca5,5153,ON
fbe8954b-890a-452e-ab89-a63d4d07bf8e,60765,ON
5c8d114f-44b7-48ec-8ca6-6b2aaf42cd24,47063,ON
b204560a-fde6-41be-a142-523a286872f9,10486,ON
54102af5-4d17-4679-8978-5a909c8da4ad,15828,ON
15395dd4-5229-4091-89eb-e4e299b15f91,32419,ON
7d7cb84e-e850-4758-99f3-29af84234b21,40314,ON
614fb8ed-b30a-4774-b543-a459ca2de85d,74333,ON
ddfb2f80-edf6-47a5-8ed9-7051d11647a1,57419,ON
9365ebfe-42b2-433e-bdee-6ce64f326157,45497,ON
86b60013-7fc2-4f6c-8fbf-00bfd932c957,60083,ON
1e8e90d3-afa9-4bae-90fd-a45a479d56fa,78476,ON
b1caccdd-e4ef-4a29-bf2c-8ad8d8e3b097,55894,ON
eae5c5d2-4d79-4bd7-ac9a-f5b22d8a98d7,93596,ON
ffe92d01-a3d6-4e2e-9eff-c8fc04c07ba2,73994,ON
ecf37bd9-b1bf-4e40-ae7e-91916b6ed551,15736,OFF
3ad3de5a-7e4d-473b-b293-378bb05e2ee6,2571,ON
6ed18d70-3dbf-4776-8a46-12ac8dcba48a,32930,ON
5968529d-15b8-48eb-b46e-861b917d3bb8,25429,ON
1aa91e32-4f75-4504-8b14-3ae0949cf0df,8943,ON
fff39292-1339-4bc2-ac74-2b7908149f31,19005,ON
6335b632-072e-445c-951d-caa8740ac0a2,22393,ON
428f1ea1-30e3-447f-acee-a619a2444be2,34957,ON
09ee5678-aca3-414f-8efd-25ede70ded57,1393,ON
51847ea3-45be-4a6b-a30c-8d2dd239065e,13984,ON
8017c1d7-1430-41cb-b38f-581cda81041a,64804,ON
b9ee749d-23d2-4377-95d3-6c7c710cc030,30144,ON
8133fe8e-1feb-4be5-aa06-08cfcbcb4ca5,89990,ON
7032c215-8c5d-4e33-9682-40d7b40bd067,21992,ON
7e0bc66f-1b37-445c-b39c-67cf278ac4c2,74291,ON
1d6210c1-89b6-4968-b96c-3777acdc36ee,11863,ON
b39f23d1-6c24-4c77-abef-3701bb77081c,42835,ON
d703c2f4-ea49-4630-a9f6-2ca2e2fa192d,81317,ON
2c05ee60-9eed-4ca9-878b-1cae135303c4,91173,ON
a71a3ec4-fc8a-4544-8318-f3d66fe63d16,83355,ON
89e952cf-ee88-4f65-bf1c-307523db1a06,43224,ON
442981d2-828a-4126-ae93-801d97753faa,92265,ON
3bd5ff10-5d30-4725-89a2-9da4db8a72bb,41406,ON
b38c5500-fb84-493b-85c4-d11888265385,28398,ON
b7757dde-b196-45bd-99df-bc510930a1ce,9455,ON
dcda118b-9691-4868-9239-d3c40fb58f4c,19698,ON
7e16d5f2-b74e-42a3-a2c6-f222bfcd79f4,35066,ON
12ad9e23-5714-4c43-ad1e-d77a4cb04280,84131,ON
1a616525-5df3-4df3-b554-45fec64c8067,54491,ON
5f506911-9e1d-465e-b239-a938bd693651,65030,ON
a1aafdad-53d2-4091-8faa-dfba4245e0a5,33796,ON
18c65266-3bac-4916-8c36-52861825f498,2237,ON
7cb18a32-4cba-4a38-9e08-57f71cdb2f45,92727,ON
d68492cf-d5d7-4948-9cd5-7b1bcb0f8aab,1558,ON
67da4cb7-e631-441d-ae12-7e0b6e4e264a,81993,ON
83656dc2-451f-4a1e-addb-52b425d0327b,38828,ON
c1145a5c-2aed-443c-8d90-ac6fa0ed824f,1843,ON
ef340a49-2a21-4d20-b98c-82268fb0fb06,32992,ON
218b8917-18a4-48bb-a4a7-5fcd01c5ed18,59791,ON
060868f9-908e-456d-b12a-1350fbe94b08,72927,ON
4c2e113e-a584-470b-b734-7df76de9e2c5,14233,ON
65565afc-0bb6-4bce-a835-b420b381a2f7,38314,ON
046fea64-c81c-4d18-b728-8b522b0549a2,10183,ON
74f11525-5e31-4d89-860e-1ec14ca0cdb1,16324,ON
24723959-32fd-4989-add5-94627841f9d4,77524,ON
5461813c-10c7-46cc-a4d4-cf012c49007e,50073,ON
63e757d7-690a-4ea9-8b6a-78d1c258d135,70305,ON
812561c3-13f3-4db4-a70f-c2e5301e9a30,62220,ON
8a3a9283-c8cb-401e-9829-ce33cabdc04c,95086,ON
ed7ff9e7-0a71-4c6f-b9d7-8e91dd011fb0,30387,ON
bbb77b69-43c2-49a3-b9b9-6403bf7b42a8,55967,ON
9b93a5a8-73a8-47b3-8216-f29ad56befba,7591,ON
3afb836c-8961-4e42-8b41-9ba31de9bc45,55028,ON
5a41d8e5-7cc7-4f8c-835e-ddb8f1733791,92475,ON
b28a047d-ab77-40b1-9e90-7e1d2c7e60cd,31425,ON
5839d6e1-16b8-4b98-b349-57787657aacd,35650,ON
26b20ae7-8829-4252-8d49-1b9ffa4b2060,6242,ON
e7698d9b-547f-425a-9578-62b80e7f5153,49643,ON
1a7f3ee8-6272-41aa-8155-e8f4a89e4d14,11426,ON
7678dd9e-74fa-49e2-8bc1-7c0a595cd37b,27472,ON
7fb096d1-74c8-4a7c-9ccc-4392ccc20c5f,5774,ON
6c0d77a3-f10e-4a29-9b05-330733aa8cb2,7048,ON
6547d9c1-c9f5-4a8c-9c6c-6c5163e02cef,46800,ON
3752aaec-7489-4932-902e-2f8feb7d5e58,61665,ON
5bd5db1e-eef8-4aa8-8ad2-201c897a9f80,25398,ON
30af0c42-d5a9-42cf-8e25-a7585e7b56af,31540,ON
285a3d5a-350c-4f4c-b6f0-7a46724d5d90,75103,ON
408845fb-22b2-46a0-a67d-9c5b540a6eac,49974,ON
56547749-3370-4f6b-b043-4a31c9d8ff2d,28007,ON
c7dde940-4381-421a-99b9-527f3f9a4bdb,25529,ON
0549a3c4-91e7-4df1-89f6-ac9ea7205821,60269,ON
96da0f3d-4d46-43df-996a-485cf3c3b4ae,75086,ON
7060fb5a-dd79-4b79-a4d1-3ab61f0dd6e0,15954,ON
6e017692-aca2-4493-8959-9709c0bda559,67551,ON
15d26515-0751-49dc-9869-8ef80f281af3,23342,ON
fc7d527f-cd3b-4df6-90cc-5b32d01fcef0,30722,ON
98b9d8ba-6aeb-4f72-9615-f370cd674708,29900,ON
6ffafddb-39f3-49bd-b57a-f9381e7e1ff3,17165,OFF
5f7b4bdc-7575-4a88-857e-555154570c9f,54600,ON
8fa1bd38-bd50-4589-bace-98fb284e0240,64732,ON
7a1bb4d4-1d26-4ed2-ab8c-7b1ff886f27a,16559,ON
45dd8949-6e07-4d3d-8109-902bca54d9e9,55866,OFF
24484ecb-6e4a-42a1-9c25-4d6f38c2a840,18957,ON
d16a4a6a-6eb0-4892-ace0-fdccbe784bac,77015,ON
cdf9641b-674d-4be1-bf33-b6785ea27169,55415,ON
5c4cd484-8bf5-48ac-9898-142b29b09dbe,97305,ON
8c308e89-2358-4397-8f78-e1d4eb8b5f06,92343,ON
406aa339-4fb4-43ff-b900-436326b7010c,73157,OFF
59298832-1c1f-40d6-9b6d-e625aafa1cb7,9583,ON
fcd7e98c-4826-470c-a7e7-6b090cf1d444,87395,ON
dea8c382-2891-49df-a3b4-e66524935930,62314,ON
b93a01b7-9321-49a4-af00-7a7e6f955a3e,44681,ON
6c51222c-52e8-46ed-8380-2b6344c2c402,41336,ON
db5a6572-4b37-4748-a483-719b43093d2e,73843,ON
a79ac1c6-1703-4e97-b5f5-e62cbfaa1fd9,13250,ON
73bfba51-8857-4c88-a049-f77423a1e6f0,38642,ON
e3b1f84b-e82b-43a2-a657-8e08d2f68f62,39633,ON
abe82746-be50-4bd7-84be-a24b77046210,17949,ON
05a1f83a-420c-4d2e-a5f5-4c278af3de7b,86160,ON
09ab961e-0a44-44fe-a222-47b5a24f0db2,94821,ON
06186aeb-1e15-4325-9d60-0ad7c97c23dd,33266,ON
e31c272f-16e0-49e5-8c1a-9f1fd26dfb86,46098,ON
041f3da8-004d-405d-b397-2054115c9955,21390,ON
16614cc2-86aa-4fa1-ac65-f3818a103f1c,88303,ON
e74c00fb-ef6b-4164-a2c2-e65f59d0774d,13925,ON
f744ec23-44fe-4ab5-af9b-502946298342,42308,ON
b756dbd2-8d3e-4bf3-bb36-7527b15c564e,54151,ON
94336950-f3c5-4ffc-8846-ac4e1ad40b21,7406,OFF
0dbcaaaa-610d-4b50-b476-1879a0661807,19447,ON
b6d7143c-8b51-48bf-9868-d77dd0bc16b8,29463,ON
e596a42b-e306-435a-ad20-37baa6357937,88995,ON
4d45b246-1ac9-4f5c-b8c2-ab0bd124753f,84074,ON
4619ed4d-557f-4f96-a75a-9b8a8b09cd83,23019,ON
e182a43b-4b79-4d90-bdbd-99d0b66815ad,40444,ON
a669dc93-8c05-49d7-9ea0-69480bfbdfdb,65982,ON
e91e5c13-8272-4d27-92e4-5ecff8ce4ae9,41190,ON
ed0dd62a-ac66-4dd0-bacd-480ffb6bd8dc,52959,ON
3f9d5e97-8409-4998-95ab-95890b932b24,70065,ON
00c79905-8e64-4004-9cfd-1ed61961cfed,63918,ON
5af3103d-56f4-4ba6-95a4-a680be40ae20,75408,ON
4750f94d-b810-455c-af5f-3bee7109151c,18380,ON
d9bbdd47-b6fc-4b69-a724-d42eab537549,65724,ON
0448ee36-789a-49ec-89bb-c72da8987640,12220,ON
985a182a-4b12-445f-a6dd-89326ac418f4,73201,ON
83ca189b-5b75-400a-9a28-f2eb2eb9de5b,46891,ON
daa8175c-54b4-49fc-bfd6-4a5440cc19fa,47443,ON
cf031963-632f-4222-8f94-755161e06f36,97561,OFF
a7951c99-2196-425a-a3b3-87a4de2b5bbe,10346,ON
c1bb60c8-63f0-4f11-b160-9b52982d5b23,31137,ON
1bcc0097-7329-44f5-8aa1-4dc0af903f6a,62224,ON
ae30c0af-2e4f-43df-ae79-0eb71b700054,8110,ON
fec38225-c2ca-4b4e-8012-cbee3ede5acd,28346,ON
05703d6c-9ce9-4f86-bed6-d6e956043990,93110,ON
bc013f60-64f5-410f-bad5-e0c432c857e1,47066,ON
d04839bf-f3e7-4b35-9d6f-5cf9bfccf89b,94122,ON
dc8c9ada-117e-44e6-a184-b5757221fe6e,97530,ON
890f9eb6-71b2-44ca-a815-beea80353673,77184,ON
295bba01-7d2d-4d9e-a09f-33a87a457cb0,60215,ON
615416ad-c654-420a-b257-eb404ab3f561,79571,ON
6710ac4f-9a40-4649-854c-d0a68398dc87,60919,ON
b8d7d2f7-7cc5-46f4-a1f4-f82de97ff970,72061,ON
19457463-b542-4080-85f7-a5f2f0842425,97019,ON
2b4b2ac0-e573-4535-80af-d80b73998ea7,74246,ON
641bf6a4-fc44-4cab-be64-a1209ad4cb47,65781,ON
4d2722fb-f269-479a-a89e-dab8cb7f0415,67350,ON
190e0f75-b4f5-454e-99cb-979b4f90612a,84112,ON
3252fd11-23f2-40e5-9ec8-2fbaf4bbb7d7,38992,ON
81c032e6-8fc2-4b12-b7a3-635cab3e0ec4,14123,ON
0a4d611c-ea8c-486c-be3d-33c3623dea79,61024,ON
c2ff8dc1-68f5-47bd-9f32-b1bc74f64201,68111,ON
1acf8621-494a-462c-ac9d-ed4d5ae03b9f,62773,ON
66b59948-73ae-49f5-b2f9-5c1f3f7da5ad,81901,ON
d13a5909-4f78-48f1-b6ae-238e54f0776d,86133,ON
c29b2151-91c5-41f7-b985-d56872583653,30340,ON
1679392d-4744-4802-b4a2-b94762c1a258,29260,ON
6f0aa3da-270c-4a92-bccd-f2f19e820a47,58064,ON
90ffbd52-b8ae-4f4e-a974-e8b04a5331e9,79131,ON
6876aaef-2c11-4c1a-aa1b-338a8dfa3716,29858,ON
5f3d4c30-4e63-4884-96a9-62ed671ef1c2,75849,ON
6e344692-1ec0-49dc-8d96-47decbc08303,97761,ON
501e0749-b7b3-495c-ae97-51e33560fcdd,99181,ON
0c3048e0-ad04-4e26-858e-483412580404,78968,ON
b2cc6376-3df1-4f91-849a-c3e79880eac6,77853,ON
ce32c9e9-0430-4b09-88d3-f0cffac597d0,87961,ON
e8620a4f-27ec-4ded-859e-9e9ae0dcf023,44160,ON
b62b3049-668b-407b-860f-f87339102231,65452,ON
e7f9bed6-f23f-4f84-b44b-599d868c667c,25271,ON
408cd647-16a7-4080-95d5-23b8ceb6ef97,4909,ON
10ba4989-73d0-49d2-85e6-8564205c8c37,18196,ON
be70c790-f566-4f9d-a0d0-007ad07ddb05,7731,ON
ed2de4c1-8130-4fbf-99af-863f582e45b9,27992,ON
0c2727b4-99fc-41c1-bd27-264909649438,42475,ON
a1d4ea4a-2e10-473c-93a1-e10af1b8ed50,22423,ON
438cada1-936f-407b-a585-9f317e40b257,16903,ON
2ecfaf13-f152-47c8-8f8c-6ef0a45efa36,9100,ON
dbbb3e55-1037-4271-80db-cacd54833be4,40626,ON
9863cf19-a6ab-4902-a814-0296120d64f2,71827,ON
7834a783-d83c-491f-9869-65808c5b0490,13610,ON
1fc34036-fd80-4ba4-9015-9ff1eb96b576,16545,OFF
14813ce8-1819-4125-a468-d0001fb5f151,34995,ON
37b10d4e-f674-460f-9e94-97d74f32164d,55709,ON
e532843d-71a8-4b9a-8555-3f36fba55861,70322,ON
5a861f3f-9ff2-45b1-8ad8-7b5f7f102ef9,83881,ON
9accd5e1-bce9-4762-985c-60415bbe45b0,12669,ON
59a95455-4ffa-4df4-917a-a36ff886b6d5,32771,ON
85458e39-ce98-4980-bd24-4e5f8def5fc0,70977,ON
7d19a987-86d0-4fe0-bcc4-75a68181d6b4,96224,ON
11001ecc-f629-4dee-96a8-a4d1cda1c6eb,30771,ON
9d987ebb-71a1-4a7a-9f51-8e1be08757fc,10622,ON
35b0bd39-8541-4ca0-8267-32e7f7c6f23d,28741,ON
9506310b-eaba-4042-8940-b9f8aadf7a0d,69628,ON
8a1442e3-f730-49f1-82c6-593e15d23f6d,57427,OFF
15aa04ad-9b65-4791-a0d6-6507e19c85a8,27070,ON
7d7996ff-7b42-458c-8500-26dd68c92e1a,90841,ON
9052ac6b-a6a3-48fa-a861-d8e9ad025eea,87502,ON
abe8f557-faff-4b2b-9576-c17792fd839d,38877,ON
c212665a-73da-48b4-b98d-12f55c653e37,76341,ON
d025005e-8340-4ccc-afa9-9b63f1506b67,18781,ON
c67613ab-c165-47f2-adaa-5e31ca577d0d,43406,ON
6854d331-ed03-4667-b50a-92925f4df764,92133,ON
b7b35179-e3cf-436b-ac35-34d78135149d,89295,ON
7df44903-b327-4026-8272-fc8c9e9e0dbf,91695,OFF
1113d6c3-b377-4624-9755-4e3fedcd7614,18609,ON
c77902f5-ce10-4206-a09c-65571101a200,98558,ON
0156161e-df35-4ec4-9b5a-d4fe428b7b19,37540,ON
10cdf276-db7c-45a8-a459-24e145eb42c1,80590,ON
d44cfcbb-1915-4a56-bc7b-9f3439869da7,26799,ON
ae6c544c-0036-499c-bd1c-06a8e4a540f0,64917,ON
dd48116a-346b-4600-8441-f855d493a35a,15643,ON
b340ee07-532f-4b16-a0f4-f040f51e6fce,6819,ON
812a4f8c-5b4c-4cfc-a971-4c934698c128,37541,ON
86d17d7a-d47f-45dc-82ef-027687baa740,14036,ON
97adce2f-fd5d-4b31-971a-61845211df51,61925,ON
e213cd84-4797-4a79-9526-666ffe47828d,53158,ON
e566896f-0886-4300-95a8-73c4fa497b0a,25437,ON
8f9e4308-430b-401c-b51d-accb77606a15,73859,ON
d89cc4b1-2a8e-48a7-b333-cbb9603c2b0a,44579,ON
1ee937ad-f458-42d6-acd9-4a963c79bef4,93000,ON
ced0b3df-477c-4da4-aea5-3a846cac0ed3,14788,ON
3fd0003e-e4ab-41f9-8593-0ac0c8f058b4,1840,ON
d31aff72-056b-4f29-8967-26f5dbbe7e07,33765,ON
26340a3c-e077-450a-a9b9-2fe747a467ca,86169,OFF
b649e592-72cc-43e1-bf12-624d260d0602,10262,ON
fb1ab002-76d9-4d5a-b873-8eafeca54be3,54971,ON
fbaba5a8-74b5-44da-9fa6-63fba313d07f,36963,ON
abefd9a4-7a9d-43cb-a745-3394c435bf8f,6487,ON
85fb3c4a-4e3d-4902-82b1-4abe3a19c314,97864,ON
774f9946-c366-4803-b67e-8a6f24eaaa53,36037,ON
13ab2ac3-e02c-4c05-a8f4-5f65de187760,4331,ON
96bc45a0-aff3-4514-aa87-575e85dc9680,30859,ON
5de3fe93-2e7b-4013-8a41-62bc9f9c6e5c,81420,ON
94d24c47-eab5-49bd-bfe3-adbf3b918cf7,92618,ON
f92cab12-1283-4c7e-bf65-f6c671e54f19,62362,ON
e9f8c61d-e377-43e9-a6f3-cdd8e5a22650,99775,ON
109296cd-f4c1-418d-bc52-87a1907f696a,87173,ON
ff6e90de-ef02-47ec-aa7f-c64143d2d604,53457,ON
d85ff463-23ca-4c10-a66e-ff0c21dbeb58,17960,ON
9c734283-5f4d-4612-b819-9f724906cb07,16122,ON
0f41c1fb-da79-4b0c-888b-e1f6bc840f40,15490,ON
5130c212-aadb-4c8d-9ada-467d4d94c850,70244,ON
7c8446df-752a-4c64-b74d-7fa42f57a1ec,73850,ON
d3b05b30-d8d3-4c05-be3c-dbf81b79498e,3658,ON
38c6c390-b05a-477c-bcf8-4119fb830196,58244,ON
8a8f776e-9b28-47a7-999a-638590b94844,81359,ON
2c1d5d56-9312-4fa8-bab4-f3cbc917a9ab,5848,ON
38363c8d-644b-4768-aa0e-c736ba23cb2a,37250,ON
5d2694f5-3b6d-4233-936c-2d8ec9481ecd,33063,ON
bcae89dd-d498-4d81-9731-42dccfc142c1,67031,ON
c8946054-d110-4f4c-bd0d-c387a9f8e19c,78077,ON
4f01efbe-864c-4ab3-8caf-570a40899e99,11474,OFF
8058e7e2-c1e2-4b12-90a4-1cb0020b7f86,15130,ON
800eab83-ae55-4c23-8dc3-d6fe374e33e5,40851,ON
5d7e7bf5-e18d-45db-97a9-d4f285dde74f,85770,ON
1bf310fa-3ddf-4293-9b3f-e81939501a5a,68183,ON
3597b71e-adc8-4abe-be5c-e4bdb6e05e52,20278,ON
f5a4f43b-131d-40e9-9272-ed9fd8e89f42,80759,ON
9dc7bdba-79b7-4778-8023-43535c287521,76558,OFF
6fd3d39f-7191-471a-b6e9-81d08627c9df,15703,ON
3b8677a0-738d-4965-b049-bbba04e66fab,23230,ON
7394e2d9-1069-47be-96a7-c5c766b3c3da,1010,ON
12e9e0dc-5a3a-4ca0-99e6-b0f24e7b0b51,50251,ON
be80aafc-d161-482e-bea5-25b7f21ccf0c,20220,ON
055ed176-d4f4-4e80-b78b-a458f6348d8c,34261,ON
ddbee247-b452-4f7b-85dc-b82d41a016ce,38662,ON
69939c59-b71d-42ca-a106-b3b7c7116716,9352,ON
0b76efe1-f57b-4b18-96f1-4e90383f43eb,42384,ON
af33dfb0-fa04-4e04-90d0-bf39cb6a5f4a,99397,ON
8e3efc52-09e3-439e-9d16-db4bfb95c491,10066,ON
d7438cf6-8426-44fb-a27f-7b8080f70dd2,88595,ON
2a99f40d-0ede-4c06-900c-762eccc89c09,55615,ON
1b3db0d2-9193-4f58-9f56-8291a03603e5,55996,ON
5c55e497-c56b-4330-a8bf-894fdc2aea47,96881,ON
744daa62-81d6-4136-a062-f16959ee3eba,39226,ON
c099ff4e-896e-49fb-a37d-4c442f350d8b,88718,ON
de68463e-294e-4f0b-bf33-1e3e24f9bca5,11362,ON
a712e5a1-c163-4504-b233-47882786a294,45556,ON
6fa4ca0d-a0c1-47b0-abee-8ea087fdba88,80330,ON
7e38050f-7101-43e5-8bd6-a72c3e962e38,81282,ON
ab4d702a-ff5b-4f08-a51c-4fd2a5597e8a,65812,ON
7d54c572-8e15-4a73-8128-694a6257fd9a,98250,ON
4f2e01cf-cc52-4311-8cb0-63b1460d3d02,44269,ON
5273e439-b521-40e4-8c35-f6b7b09ba6f8,51572,ON
556cdc91-d212-433a-a7ec-cd552056fa4a,70058,OFF
c2b546fb-6852-4850-a429-566f8c229780,12361,ON
211f0837-f460-42e9-bb36-48645b609cf1,10697,ON
b72c59a7-68bb-4e0a-8d2e-383bc1cb3e8b,85863,ON
cd5b1a0a-a2a8-4601-af7e-c8692c7dc2b7,30970,ON
f6980aad-8ec8-4db2-9a86-1a8d627a2eb8,34121,ON
eb38cf24-394d-412a-a8f3-e760ed50140e,30113,ON
ca917e7a-31a3-4ebf-a523-e579b540de4f,11083,ON
51e30ff7-afdd-43a0-b1a8-99a13222d144,45330,ON
17fcb2e4-7f14-4d04-8a6a-a7e5dc836e1c,30217,ON
340476dd-ec60-4901-95ca-58b30fa7a924,25105,ON
