0
{'IdSession': 813062, 'IdPSX': 0, 'IdSubscriber': 86848, 'StartSession': '31/07/2024 16:53:34', 'EndSession': '', 'Duration': 30897, 'UpTx': 8693413275, 'DownTx': 9546692937}
{'IdSession': 456850, 'IdPSX': 2, 'IdSubscriber': 99555, 'StartSession': '2024-07-29 08:19:25', 'EndSession': '2024-07-29 11:21:12', 'Duration': 10907, 'UpTx': 2781914033, 'DownTx': 7262843968}
{'IdSession': 273416, 'IdPSX': 1, 'IdSubscriber': 99555, 'StartSession': '30-10-2024 15:56:34', 'EndSession': '', 'Duration': 47441, 'UpTx': 920260314, 'DownTx': 642305927}
{'IdSession': 308783, 'IdPSX': 3, 'IdSubscriber': 99555, 'StartSession': '02/10/2025 16:51:08', 'EndSession': '02/11/2025 15:10:25', 'Duration': 80357, 'UpTx': 831337486, 'DownTx': 128992154}
{'IdSession': 821524, 'IdPSX': 2, 'IdSubscriber': 99555, 'StartSession': '2024-11-15 20:36:40', 'EndSession': '2024-11-16 15:47:51', 'Duration': 69071, 'UpTx': 7618827422, 'DownTx': 6507373798}
{'IdSession': 8256, 'IdPSX': 0, 'IdSubscriber': 99555, 'StartSession': '25/10/2024 20:46:15', 'EndSession': '26/10/2024 03:29:24', 'Duration': 24189, 'UpTx': 3209956593, 'DownTx': 6579257123}
{'IdSession': 523683, 'IdPSX': 1, 'IdSubscriber': 99555, 'StartSession': '08-02-2025 00:03:43', 'EndSession': '08-02-2025 08:32:49', 'Duration': 30546, 'UpTx': 624341757, 'DownTx': 13764624}
{'IdSession': 339477, 'IdPSX': 0, 'IdSubscriber': 99555, 'StartSession': '16/10/2024 09:17:10', 'EndSession': '17/10/2024 03:46:08', 'Duration': 66538, 'UpTx': 3193942806, 'DownTx': 3911564281}
{'IdSession': 55374, 'IdPSX': 3, 'IdSubscriber': 99555, 'StartSession': '08/30/2024 12:20:06', 'EndSession': '08/30/2024 22:21:59', 'Duration': 36113, 'UpTx': 688471524, 'DownTx': 371870180}
{'IdSession': 627414, 'IdPSX': 0, 'IdSubscriber': 99555, 'StartSession': '05/11/2024 08:43:00', 'EndSession': '06/11/2024 05:27:23', 'Duration': 74663, 'UpTx': 2165453169, 'DownTx': 685885227}
{'IdSession': 32096, 'IdPSX': 3, 'IdSubscriber': 99555, 'StartSession': '08/29/2024 15:05:17', 'EndSession': '08/30/2024 02:45:26', 'Duration': 42009, 'UpTx': 170796624, 'DownTx': 793806001}
{'IdSession': 61077, 'IdPSX': 2, 'IdSubscriber': 99555, 'StartSession': '2025-03-26 03:38:19', 'EndSession': '2025-03-26 21:34:02', 'Duration': 64543, 'UpTx': 8061796898, 'DownTx': 1876104946}
{'IdSession': 235861, 'IdPSX': 0, 'IdSubscriber': 99555, 'StartSession': '10/11/2024 18:10:50', 'EndSession': '10/11/2024 20:18:49', 'Duration': 7679, 'UpTx': 7635588114, 'DownTx': 9079536784}
{'IdSession': 358744, 'IdPSX': 3, 'IdSubscriber': 99555, 'StartSession': '11/20/2024 13:56:31', 'EndSession': '11/21/2024 09:22:50', 'Duration': 69979, 'UpTx': 471103223, 'DownTx': 932728324}
{'IdSession': 472998, 'IdPSX': 0, 'IdSubscriber': 82397, 'StartSession': '14/02/2025 10:51:44', 'EndSession': '15/02/2025 03:31:22', 'Duration': 59978, 'UpTx': 3545077296, 'DownTx': 9846300355}
{'IdSession': 496079, 'IdPSX': 2, 'IdSubscriber': 82397, 'StartSession': '2024-08-05 13:42:28', 'EndSession': '2024-08-06 11:23:58', 'Duration': 78090, 'UpTx': 9077111928, 'DownTx': 5927614625}
{'IdSession': 863866, 'IdPSX': 1, 'IdSubscriber': 82397, 'StartSession': '02-06-2024 09:00:18', 'EndSession': '03-06-2024 05:49:00', 'Duration': 74922, 'UpTx': 497721793, 'DownTx': 518440499}
{'IdSession': 199097, 'IdPSX': 1, 'IdSubscriber': 82397, 'StartSession': '08-11-2024 01:28:28', 'EndSession': '08-11-2024 11:18:09', 'Duration': 35381, 'UpTx': 161193955, 'DownTx': 35142178}
{'IdSession': 543606, 'IdPSX': 3, 'IdSubscriber': 82397, 'StartSession': '11/12/2024 01:12:26', 'EndSession': '11/12/2024 08:54:22', 'Duration': 27716, 'UpTx': 301044959, 'DownTx': 600668822}
{'IdSession': 134828, 'IdPSX': 2, 'IdSubscriber': 87180, 'StartSession': '2024-12-25 15:20:29', 'EndSession': '2024-12-26 07:47:49', 'Duration': 59240, 'UpTx': 2731684921, 'DownTx': 9765871670}
{'IdSession': 906627, 'IdPSX': 3, 'IdSubscriber': 87180, 'StartSession': '03/05/2025 06:17:37', 'EndSession': '', 'Duration': 85779, 'UpTx': 145727315, 'DownTx': 902031719}
{'IdSession': 978265, 'IdPSX': 2, 'IdSubscriber': 87180, 'StartSession': '2025-04-14 02:58:31', 'EndSession': '2025-04-14 12:07:46', 'Duration': 32955, 'UpTx': 9344008813, 'DownTx': 2410057187}
{'IdSession': 132532, 'IdPSX': 2, 'IdSubscriber': 87180, 'StartSession': '2024-04-29 17:48:00', 'EndSession': '2024-04-30 01:50:20', 'Duration': 28940, 'UpTx': 4815499055, 'DownTx': 1503292229}
{'IdSession': 497682, 'IdPSX': 2, 'IdSubscriber': 87180, 'StartSession': '2024-12-13 21:39:04', 'EndSession': '2024-12-14 19:30:11', 'Duration': 78667, 'UpTx': 9758578521, 'DownTx': 6841512529}
{'IdSession': 953718, 'IdPSX': 2, 'IdSubscriber': 18951, 'StartSession': '2025-01-08 11:02:52', 'EndSession': '', 'Duration': 37669, 'UpTx': 1339047502, 'DownTx': 5715445888}
{'IdSession': 888415, 'IdPSX': 3, 'IdSubscriber': 18951, 'StartSession': '04/20/2024 21:57:10', 'EndSession': '04/21/2024 10:19:27', 'Duration': 44537, 'UpTx': 102320923, 'DownTx': 914258093}
{'IdSession': 738671, 'IdPSX': 3, 'IdSubscriber': 18951, 'StartSession': '09/13/2024 14:10:01', 'EndSession': '09/13/2024 16:21:14', 'Duration': 7873, 'UpTx': 19442423, 'DownTx': 133865392}
{'IdSession': 77398, 'IdPSX': 2, 'IdSubscriber': 18951, 'StartSession': '2024-07-11 02:42:48', 'EndSession': '2024-07-11 04:57:48', 'Duration': 8100, 'UpTx': 7852921074, 'DownTx': 3377590899}
{'IdSession': 236062, 'IdPSX': 3, 'IdSubscriber': 18951, 'StartSession': '07/21/2024 20:23:58', 'EndSession': '', 'Duration': 51238, 'UpTx': 415270104, 'DownTx': 756585401}
{'IdSession': 365244, 'IdPSX': 1, 'IdSubscriber': 18951, 'StartSession': '16-04-2025 07:14:36', 'EndSession': '16-04-2025 08:34:05', 'Duration': 4769, 'UpTx': 163739075, 'DownTx': 149431429}
{'IdSession': 207495, 'IdPSX': 1, 'IdSubscriber': 18951, 'StartSession': '10-10-2024 02:52:50', 'EndSession': '10-10-2024 19:42:55', 'Duration': 60605, 'UpTx': 856781987, 'DownTx': 501448480}
{'IdSession': 501156, 'IdPSX': 3, 'IdSubscriber': 18951, 'StartSession': '09/01/2024 13:59:38', 'EndSession': '09/01/2024 23:46:11', 'Duration': 35193, 'UpTx': 462061141, 'DownTx': 639299024}
{'IdSession': 620098, 'IdPSX': 2, 'IdSubscriber': 18951, 'StartSession': '2024-07-01 06:03:47', 'EndSession': '2024-07-02 01:17:20', 'Duration': 69213, 'UpTx': 4049441226, 'DownTx': 4488409917}
{'IdSession': 996337, 'IdPSX': 0, 'IdSubscriber': 18951, 'StartSession': '11/08/2024 17:46:15', 'EndSession': '12/08/2024 13:20:46', 'Duration': 70471, 'UpTx': 7205492885, 'DownTx': 1894091902}
{'IdSession': 319931, 'IdPSX': 0, 'IdSubscriber': 95114, 'StartSession': '25/01/2025 02:50:11', 'EndSession': '25/01/2025 19:53:17', 'Duration': 61386, 'UpTx': 4810222415, 'DownTx': 6423592345}
{'IdSession': 269997, 'IdPSX': 1, 'IdSubscriber': 95114, 'StartSession': '16-10-2024 21:18:02', 'EndSession': '17-10-2024 10:00:15', 'Duration': 45733, 'UpTx': 432265910, 'DownTx': 793609647}
{'IdSession': 696268, 'IdPSX': 0, 'IdSubscriber': 95114, 'StartSession': '14/08/2024 19:48:10', 'EndSession': '14/08/2024 23:31:47', 'Duration': 13417, 'UpTx': 3491363260, 'DownTx': 2402770209}
{'IdSession': 913360, 'IdPSX': 1, 'IdSubscriber': 95114, 'StartSession': '27-07-2024 01:25:34', 'EndSession': '27-07-2024 11:41:48', 'Duration': 36974, 'UpTx': 745531709, 'DownTx': 262781568}
{'IdSession': 530255, 'IdPSX': 2, 'IdSubscriber': 95114, 'StartSession': '2025-03-27 00:40:10', 'EndSession': '2025-03-27 10:14:47', 'Duration': 34477, 'UpTx': 8692410215, 'DownTx': 214993214}
{'IdSession': 56302, 'IdPSX': 0, 'IdSubscriber': 95114, 'StartSession': '12/04/2025 04:59:58', 'EndSession': '', 'Duration': 75218, 'UpTx': 8042723559, 'DownTx': 2777129724}
{'IdSession': 814196, 'IdPSX': 3, 'IdSubscriber': 95114, 'StartSession': '05/31/2024 02:31:03', 'EndSession': '05/31/2024 03:41:09', 'Duration': 4206, 'UpTx': 576971480, 'DownTx': 346390539}
{'IdSession': 910482, 'IdPSX': 2, 'IdSubscriber': 95114, 'StartSession': '2024-11-24 03:07:02', 'EndSession': '2024-11-24 15:07:54', 'Duration': 43252, 'UpTx': 5096332027, 'DownTx': 508094146}
{'IdSession': 161998, 'IdPSX': 0, 'IdSubscriber': 95114, 'StartSession': '14/03/2025 13:42:56', 'EndSession': '14/03/2025 14:44:34', 'Duration': 3698, 'UpTx': 2702776974, 'DownTx': 8898534669}
{'IdSession': 688018, 'IdPSX': 0, 'IdSubscriber': 95114, 'StartSession': '15/12/2024 09:24:04', 'EndSession': '16/12/2024 08:19:28', 'Duration': 82524, 'UpTx': 9487486962, 'DownTx': 4385684428}
{'IdSession': 301857, 'IdPSX': 0, 'IdSubscriber': 72224, 'StartSession': '04/07/2024 18:15:40', 'EndSession': '04/07/2024 23:26:26', 'Duration': 18646, 'UpTx': 1575247181, 'DownTx': 6014265193}
{'IdSession': 235160, 'IdPSX': 3, 'IdSubscriber': 72224, 'StartSession': '07/19/2024 22:56:18', 'EndSession': '07/20/2024 09:37:08', 'Duration': 38450, 'UpTx': 538268368, 'DownTx': 612858990}
{'IdSession': 126088, 'IdPSX': 1, 'IdSubscriber': 72224, 'StartSession': '30-11-2024 19:25:56', 'EndSession': '', 'Duration': 7167, 'UpTx': 652802273, 'DownTx': 255479071}
{'IdSession': 462848, 'IdPSX': 2, 'IdSubscriber': 72224, 'StartSession': '2024-12-05 18:12:39', 'EndSession': '2024-12-06 12:55:11', 'Duration': 67352, 'UpTx': 1404662961, 'DownTx': 5018737415}
{'IdSession': 763394, 'IdPSX': 0, 'IdSubscriber': 72224, 'StartSession': '25/07/2024 22:02:53', 'EndSession': '26/07/2024 12:41:30', 'Duration': 52717, 'UpTx': 9128134119, 'DownTx': 7819088627}
{'IdSession': 232833, 'IdPSX': 0, 'IdSubscriber': 25606, 'StartSession': '18/02/2025 15:37:02', 'EndSession': '', 'Duration': 58825, 'UpTx': 7189346535, 'DownTx': 8468873299}
{'IdSession': 742182, 'IdPSX': 2, 'IdSubscriber': 25606, 'StartSession': '2024-12-26 01:53:46', 'EndSession': '', 'Duration': 36530, 'UpTx': 9155531507, 'DownTx': 1523909353}
{'IdSession': 739030, 'IdPSX': 0, 'IdSubscriber': 25606, 'StartSession': '18/12/2024 23:03:44', 'EndSession': '19/12/2024 18:10:06', 'Duration': 68782, 'UpTx': 4748408963, 'DownTx': 6170379101}
{'IdSession': 638346, 'IdPSX': 1, 'IdSubscriber': 25606, 'StartSession': '17-12-2024 07:51:42', 'EndSession': '18-12-2024 04:12:08', 'Duration': 73226, 'UpTx': 745386770, 'DownTx': 261346042}
{'IdSession': 282248, 'IdPSX': 1, 'IdSubscriber': 25606, 'StartSession': '01-12-2024 23:54:20', 'EndSession': '02-12-2024 20:55:16', 'Duration': 75656, 'UpTx': 572672918, 'DownTx': 142428546}
{'IdSession': 198351, 'IdPSX': 0, 'IdSubscriber': 38051, 'StartSession': '12/02/2025 21:37:47', 'EndSession': '13/02/2025 21:05:45', 'Duration': 84478, 'UpTx': 2304743447, 'DownTx': 189319148}
{'IdSession': 924560, 'IdPSX': 2, 'IdSubscriber': 38051, 'StartSession': '2024-05-15 16:17:16', 'EndSession': '2024-05-16 09:50:15', 'Duration': 63179, 'UpTx': 4996877307, 'DownTx': 1845579570}
{'IdSession': 403545, 'IdPSX': 2, 'IdSubscriber': 38051, 'StartSession': '2025-02-04 16:01:56', 'EndSession': '2025-02-05 13:16:52', 'Duration': 76496, 'UpTx': 3370220395, 'DownTx': 4948743102}
{'IdSession': 154362, 'IdPSX': 3, 'IdSubscriber': 38051, 'StartSession': '12/20/2024 15:26:40', 'EndSession': '', 'Duration': 36620, 'UpTx': 395021606, 'DownTx': 787465160}
{'IdSession': 11166, 'IdPSX': 3, 'IdSubscriber': 38051, 'StartSession': '11/03/2024 16:07:38', 'EndSession': '', 'Duration': 17417, 'UpTx': 721330278, 'DownTx': 234759656}
{'IdSession': 230885, 'IdPSX': 3, 'IdSubscriber': 77003, 'StartSession': '06/09/2024 16:18:35', 'EndSession': '06/10/2024 15:14:02', 'Duration': 82527, 'UpTx': 782688900, 'DownTx': 333847293}
{'IdSession': 309156, 'IdPSX': 0, 'IdSubscriber': 77003, 'StartSession': '03/07/2024 12:12:39', 'EndSession': '03/07/2024 17:27:17', 'Duration': 18878, 'UpTx': 3341154438, 'DownTx': 6746087908}
{'IdSession': 403749, 'IdPSX': 0, 'IdSubscriber': 77003, 'StartSession': '13/09/2024 23:46:29', 'EndSession': '14/09/2024 03:13:29', 'Duration': 12420, 'UpTx': 2977983230, 'DownTx': 5687984843}
{'IdSession': 6476, 'IdPSX': 0, 'IdSubscriber': 77003, 'StartSession': '06/11/2024 21:20:11', 'EndSession': '07/11/2024 06:12:44', 'Duration': 31953, 'UpTx': 3734966387, 'DownTx': 6279375108}
{'IdSession': 22056, 'IdPSX': 1, 'IdSubscriber': 77003, 'StartSession': '22-06-2024 10:57:06', 'EndSession': '22-06-2024 18:25:49', 'Duration': 26923, 'UpTx': 765747093, 'DownTx': 305339115}
{'IdSession': 966836, 'IdPSX': 2, 'IdSubscriber': 38142, 'StartSession': '2024-05-19 17:41:17', 'EndSession': '', 'Duration': 60152, 'UpTx': 988815283, 'DownTx': 8587108333}
{'IdSession': 767379, 'IdPSX': 2, 'IdSubscriber': 38142, 'StartSession': '2024-12-15 05:05:51', 'EndSession': '2024-12-15 18:22:39', 'Duration': 47808, 'UpTx': 3571191142, 'DownTx': 428382870}
{'IdSession': 107616, 'IdPSX': 1, 'IdSubscriber': 38142, 'StartSession': '09-12-2024 23:25:35', 'EndSession': '', 'Duration': 11931, 'UpTx': 684557089, 'DownTx': 391179800}
{'IdSession': 223924, 'IdPSX': 3, 'IdSubscriber': 38142, 'StartSession': '01/30/2025 02:47:52', 'EndSession': '01/30/2025 16:58:41', 'Duration': 51049, 'UpTx': 690199284, 'DownTx': 993987942}
{'IdSession': 798766, 'IdPSX': 2, 'IdSubscriber': 38142, 'StartSession': '2024-08-08 20:51:56', 'EndSession': '2024-08-09 02:58:12', 'Duration': 21976, 'UpTx': 9940788481, 'DownTx': 8315006096}
{'IdSession': 521454, 'IdPSX': 1, 'IdSubscriber': 20967, 'StartSession': '27-04-2024 13:06:42', 'EndSession': '27-04-2024 15:17:08', 'Duration': 7826, 'UpTx': 162085969, 'DownTx': 10982887}
{'IdSession': 719541, 'IdPSX': 2, 'IdSubscriber': 20967, 'StartSession': '2024-08-09 22:28:43', 'EndSession': '2024-08-10 10:25:06', 'Duration': 42983, 'UpTx': 7120970088, 'DownTx': 2778159453}
{'IdSession': 381616, 'IdPSX': 3, 'IdSubscriber': 20967, 'StartSession': '01/22/2025 04:33:15', 'EndSession': '01/22/2025 10:12:04', 'Duration': 20329, 'UpTx': 833030250, 'DownTx': 783250234}
{'IdSession': 695787, 'IdPSX': 3, 'IdSubscriber': 20967, 'StartSession': '04/23/2024 18:24:35', 'EndSession': '04/24/2024 08:51:01', 'Duration': 51986, 'UpTx': 576804075, 'DownTx': 519962494}
{'IdSession': 743343, 'IdPSX': 2, 'IdSubscriber': 20967, 'StartSession': '2024-07-12 06:00:22', 'EndSession': '2024-07-12 22:36:43', 'Duration': 59781, 'UpTx': 620733090, 'DownTx': 2615931916}
{'IdSession': 124638, 'IdPSX': 3, 'IdSubscriber': 68784, 'StartSession': '09/01/2024 11:34:33', 'EndSession': '', 'Duration': 63844, 'UpTx': 194206116, 'DownTx': 607638183}
{'IdSession': 148909, 'IdPSX': 1, 'IdSubscriber': 68784, 'StartSession': '23-12-2024 16:49:26', 'EndSession': '24-12-2024 07:11:13', 'Duration': 51707, 'UpTx': 782947725, 'DownTx': 230018570}
{'IdSession': 811740, 'IdPSX': 1, 'IdSubscriber': 68784, 'StartSession': '30-01-2025 09:21:23', 'EndSession': '', 'Duration': 67185, 'UpTx': 144413162, 'DownTx': 195933925}
{'IdSession': 229215, 'IdPSX': 1, 'IdSubscriber': 68784, 'StartSession': '16-04-2025 13:40:05', 'EndSession': '17-04-2025 01:18:31', 'Duration': 41906, 'UpTx': 296284068, 'DownTx': 462268955}
{'IdSession': 82881, 'IdPSX': 0, 'IdSubscriber': 68784, 'StartSession': '05/03/2025 06:23:46', 'EndSession': '05/03/2025 17:25:29', 'Duration': 39703, 'UpTx': 6116362964, 'DownTx': 8990723454}
{'IdSession': 61166, 'IdPSX': 3, 'IdSubscriber': 33363, 'StartSession': '03/01/2025 00:19:05', 'EndSession': '03/01/2025 03:26:05', 'Duration': 11220, 'UpTx': 922234023, 'DownTx': 510866521}
{'IdSession': 649484, 'IdPSX': 3, 'IdSubscriber': 33363, 'StartSession': '09/24/2024 12:36:05', 'EndSession': '', 'Duration': 10278, 'UpTx': 573963927, 'DownTx': 609280547}
{'IdSession': 100228, 'IdPSX': 3, 'IdSubscriber': 33363, 'StartSession': '12/22/2024 16:36:05', 'EndSession': '12/23/2024 04:01:52', 'Duration': 41147, 'UpTx': 583894212, 'DownTx': 331956774}
{'IdSession': 326011, 'IdPSX': 2, 'IdSubscriber': 33363, 'StartSession': '2024-10-23 19:49:41', 'EndSession': '2024-10-24 06:29:32', 'Duration': 38391, 'UpTx': 8263870074, 'DownTx': 4731086921}
{'IdSession': 195400, 'IdPSX': 3, 'IdSubscriber': 33363, 'StartSession': '06/11/2024 14:55:03', 'EndSession': '', 'Duration': 16009, 'UpTx': 145440029, 'DownTx': 394963792}
{'IdSession': 784721, 'IdPSX': 0, 'IdSubscriber': 47211, 'StartSession': '28/02/2025 11:17:02', 'EndSession': '01/03/2025 04:55:12', 'Duration': 63490, 'UpTx': 1339626951, 'DownTx': 6993125561}
{'IdSession': 143074, 'IdPSX': 0, 'IdSubscriber': 47211, 'StartSession': '28/05/2024 08:11:01', 'EndSession': '', 'Duration': 37806, 'UpTx': 8675378763, 'DownTx': 2934887863}
{'IdSession': 85882, 'IdPSX': 2, 'IdSubscriber': 47211, 'StartSession': '2024-06-07 02:20:57', 'EndSession': '', 'Duration': 43878, 'UpTx': 8728614472, 'DownTx': 6042614532}
{'IdSession': 70044, 'IdPSX': 3, 'IdSubscriber': 47211, 'StartSession': '08/31/2024 22:35:22', 'EndSession': '09/01/2024 21:53:02', 'Duration': 83860, 'UpTx': 469111260, 'DownTx': 500486191}
{'IdSession': 92073, 'IdPSX': 1, 'IdSubscriber': 47211, 'StartSession': '12-10-2024 18:28:13', 'EndSession': '13-10-2024 13:48:40', 'Duration': 69627, 'UpTx': 435674418, 'DownTx': 790877756}
{'IdSession': 950849, 'IdPSX': 3, 'IdSubscriber': 18754, 'StartSession': '11/23/2024 01:48:21', 'EndSession': '11/23/2024 04:05:00', 'Duration': 8199, 'UpTx': 984825599, 'DownTx': 74740638}
{'IdSession': 707122, 'IdPSX': 3, 'IdSubscriber': 18754, 'StartSession': '01/11/2025 20:58:41', 'EndSession': '01/12/2025 19:47:14', 'Duration': 82113, 'UpTx': 126784362, 'DownTx': 205342923}
{'IdSession': 864659, 'IdPSX': 2, 'IdSubscriber': 18754, 'StartSession': '2024-07-30 04:56:35', 'EndSession': '2024-07-30 21:47:46', 'Duration': 60671, 'UpTx': 4208715091, 'DownTx': 7694941508}
{'IdSession': 230796, 'IdPSX': 0, 'IdSubscriber': 18754, 'StartSession': '18/02/2025 10:05:30', 'EndSession': '', 'Duration': 50000, 'UpTx': 4834895779, 'DownTx': 935965484}
{'IdSession': 529162, 'IdPSX': 1, 'IdSubscriber': 18754, 'StartSession': '13-12-2024 14:28:59', 'EndSession': '', 'Duration': 35854, 'UpTx': 14565606, 'DownTx': 812797104}
{'IdSession': 323208, 'IdPSX': 0, 'IdSubscriber': 59002, 'StartSession': '19/02/2025 12:56:28', 'EndSession': '20/02/2025 12:19:07', 'Duration': 84159, 'UpTx': 3535393769, 'DownTx': 6787748613}
{'IdSession': 67316, 'IdPSX': 0, 'IdSubscriber': 59002, 'StartSession': '28/03/2025 03:59:07', 'EndSession': '28/03/2025 19:35:09', 'Duration': 56162, 'UpTx': 9540669415, 'DownTx': 597391132}
{'IdSession': 955152, 'IdPSX': 1, 'IdSubscriber': 59002, 'StartSession': '23-09-2024 12:26:44', 'EndSession': '23-09-2024 14:56:34', 'Duration': 8990, 'UpTx': 267275710, 'DownTx': 849170858}
{'IdSession': 231888, 'IdPSX': 3, 'IdSubscriber': 59002, 'StartSession': '04/09/2025 07:52:24', 'EndSession': '04/10/2025 01:08:36', 'Duration': 62172, 'UpTx': 934066473, 'DownTx': 839527271}
{'IdSession': 371468, 'IdPSX': 2, 'IdSubscriber': 59002, 'StartSession': '2024-07-31 02:14:44', 'EndSession': '2024-07-31 17:00:51', 'Duration': 53167, 'UpTx': 7754078696, 'DownTx': 4325351619}
{'IdSession': 47510, 'IdPSX': 3, 'IdSubscriber': 8956, 'StartSession': '05/18/2024 09:50:51', 'EndSession': '05/19/2024 07:04:04', 'Duration': 76393, 'UpTx': 817999519, 'DownTx': 544778926}
{'IdSession': 750164, 'IdPSX': 0, 'IdSubscriber': 8956, 'StartSession': '26/03/2025 09:56:27', 'EndSession': '27/03/2025 03:13:21', 'Duration': 62214, 'UpTx': 9192778017, 'DownTx': 8304412580}
{'IdSession': 421397, 'IdPSX': 1, 'IdSubscriber': 8956, 'StartSession': '03-07-2024 14:46:13', 'EndSession': '03-07-2024 17:45:55', 'Duration': 10782, 'UpTx': 809902602, 'DownTx': 355618134}
{'IdSession': 415512, 'IdPSX': 1, 'IdSubscriber': 8956, 'StartSession': '16-02-2025 23:48:51', 'EndSession': '17-02-2025 16:54:03', 'Duration': 61512, 'UpTx': 214504984, 'DownTx': 670125089}
{'IdSession': 636330, 'IdPSX': 2, 'IdSubscriber': 8956, 'StartSession': '2024-08-30 06:31:52', 'EndSession': '2024-08-30 21:29:13', 'Duration': 53841, 'UpTx': 7436531444, 'DownTx': 7308176320}
{'IdSession': 36598, 'IdPSX': 0, 'IdSubscriber': 55959, 'StartSession': '25/04/2024 11:56:27', 'EndSession': '26/04/2024 11:07:19', 'Duration': 83452, 'UpTx': 9015096966, 'DownTx': 2556622339}
{'IdSession': 18345, 'IdPSX': 2, 'IdSubscriber': 55959, 'StartSession': '2025-02-27 17:29:29', 'EndSession': '2025-02-28 02:42:03', 'Duration': 33154, 'UpTx': 8564152345, 'DownTx': 5863940351}
{'IdSession': 772930, 'IdPSX': 0, 'IdSubscriber': 55959, 'StartSession': '02/10/2024 01:46:50', 'EndSession': '', 'Duration': 86024, 'UpTx': 4010915702, 'DownTx': 6082303790}
{'IdSession': 244252, 'IdPSX': 2, 'IdSubscriber': 55959, 'StartSession': '2024-09-30 17:50:43', 'EndSession': '2024-10-01 15:03:28', 'Duration': 76365, 'UpTx': 5914614710, 'DownTx': 2198055183}
{'IdSession': 692447, 'IdPSX': 0, 'IdSubscriber': 55959, 'StartSession': '07/03/2025 08:07:48', 'EndSession': '07/03/2025 13:03:29', 'Duration': 17741, 'UpTx': 7687254516, 'DownTx': 7381390229}
{'IdSession': 623290, 'IdPSX': 3, 'IdSubscriber': 2417, 'StartSession': '01/17/2025 13:40:08', 'EndSession': '01/18/2025 04:47:57', 'Duration': 54469, 'UpTx': 404802316, 'DownTx': 157741353}
{'IdSession': 810784, 'IdPSX': 1, 'IdSubscriber': 2417, 'StartSession': '14-08-2024 06:56:07', 'EndSession': '', 'Duration': 8870, 'UpTx': 259543849, 'DownTx': 450259913}
{'IdSession': 688620, 'IdPSX': 1, 'IdSubscriber': 2417, 'StartSession': '06-09-2024 07:56:42', 'EndSession': '', 'Duration': 66065, 'UpTx': 10386955813, 'DownTx': 80427142852}
{'IdSession': 814163, 'IdPSX': 2, 'IdSubscriber': 2417, 'StartSession': '2025-01-10 06:51:50', 'EndSession': '', 'Duration': 62995, 'UpTx': 2824435115, 'DownTx': 4085388444}
{'IdSession': 249780, 'IdPSX': 2, 'IdSubscriber': 2417, 'StartSession': '2025-01-12 07:24:37', 'EndSession': '2025-01-13 03:34:23', 'Duration': 72586, 'UpTx': 3905085748, 'DownTx': 5334268354}
{'IdSession': 755798, 'IdPSX': 1, 'IdSubscriber': 59467, 'StartSession': '24-06-2024 04:10:31', 'EndSession': '25-06-2024 00:12:48', 'Duration': 72137, 'UpTx': 299665204, 'DownTx': 872846516}
{'IdSession': 121497, 'IdPSX': 1, 'IdSubscriber': 59467, 'StartSession': '04-01-2025 09:10:25', 'EndSession': '', 'Duration': 40214, 'UpTx': 356778313, 'DownTx': 405675314}
{'IdSession': 774282, 'IdPSX': 1, 'IdSubscriber': 59467, 'StartSession': '26-05-2024 17:57:13', 'EndSession': '27-05-2024 11:51:18', 'Duration': 64445, 'UpTx': 433233276, 'DownTx': 113955377}
{'IdSession': 84724, 'IdPSX': 0, 'IdSubscriber': 59467, 'StartSession': '02/11/2024 09:15:29', 'EndSession': '', 'Duration': 59494, 'UpTx': 7383815486, 'DownTx': 6114575972}
{'IdSession': 542889, 'IdPSX': 0, 'IdSubscriber': 59467, 'StartSession': '18/02/2025 16:05:40', 'EndSession': '19/02/2025 00:47:12', 'Duration': 31292, 'UpTx': 4282454920, 'DownTx': 5969792227}
{'IdSession': 113346, 'IdPSX': 2, 'IdSubscriber': 64227, 'StartSession': '2024-07-02 17:07:35', 'EndSession': '2024-07-02 22:25:13', 'Duration': 19058, 'UpTx': 8984160304, 'DownTx': 8584170421}
{'IdSession': 900865, 'IdPSX': 3, 'IdSubscriber': 64227, 'StartSession': '02/27/2025 00:10:27', 'EndSession': '', 'Duration': 55453, 'UpTx': 823305747, 'DownTx': 589697689}
{'IdSession': 518095, 'IdPSX': 2, 'IdSubscriber': 64227, 'StartSession': '2024-09-28 15:07:17', 'EndSession': '2024-09-29 10:21:28', 'Duration': 69251, 'UpTx': 8377193955, 'DownTx': 3776579960}
{'IdSession': 211410, 'IdPSX': 2, 'IdSubscriber': 64227, 'StartSession': '2025-02-22 11:44:30', 'EndSession': '', 'Duration': 66821, 'UpTx': 5006684929, 'DownTx': 3564303699}
{'IdSession': 573046, 'IdPSX': 0, 'IdSubscriber': 64227, 'StartSession': '22/05/2024 18:04:09', 'EndSession': '23/05/2024 14:56:40', 'Duration': 75151, 'UpTx': 8407238506, 'DownTx': 4128603215}
{'IdSession': 775255, 'IdPSX': 2, 'IdSubscriber': 64227, 'StartSession': '2024-08-04 12:40:24', 'EndSession': '2024-08-04 15:36:27', 'Duration': 10563, 'UpTx': 8258188952, 'DownTx': 3209312042}
